Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
9;1002429;2НДФЛ;Ремонт;1;0.16;мужской;0;0;среднее;вспомогательный персонал;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1002449;Форма банка (без печати работодателя);Ремонт;1;0.47;мужской;3;0;высшее;менеджер среднего звена;< 50;0;67;34;Информационные технологии;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.5;2;2;38;4;1;1;11;62;0;0;0;0;0;0;0
9;1002469;Поступление зарплаты на счет;Ремонт;0;0.47;женский;1;0;высшее;специалист;>250;0;46;52;Другое;ООО;женат / замужем;1;1;1;1;1;0;0;1;0;0;0.5;1;1;1;2;0;0;4;92;0;0;0;0;0;0;0
9;1002489;2НДФЛ;Покупка мебели;1;0.37;женский;3;0;среднее-специальное;вспомогательный персонал;>250;3;33;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1002509;Свободная форма с печатью работодателя;Ремонт;1;0.49;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;63;51;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1002529;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.4;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1002549;Поступление зарплаты на счет;Ремонт;0;0.51;мужской;0;0;высшее;специалист;>250;1;74;29;Другое;ЗАО;холост / не замужем;0;0;0;0;0;0.0967741935;0;0;0;0;0.3333333333;1;2;56;3;1;1;15;93;1;1;1;0;0;0;0
9;1002569;Поступление зарплаты на счет;Покупка бытовой техники;1;0.35;женский;1;0;среднее-специальное;вспомогательный персонал;>250;0;136;42;Другое;Иная форма;женат / замужем;2;2;1;0;0;0.0909090909;0;2;1;1;0.8571428571;6;1;120;7;4;0;1;47;1;0;0;0;0;0;0
9;1002589;Поступление зарплаты на счет;Ремонт;0;0.52;женский;1;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;7;41;Торговля;ООО;женат / замужем;0;0;0;0;0;0.08;0;0;0;0;0.1818181818;2;9;92;11;1;0;11;99;1;1;0;0;0;0;0
9;1002609;Поступление зарплаты на счет;Ремонт;1;0.39;женский;0;0;высшее;вспомогательный персонал;>250;1;36;38;Торговля;ООО;женат / замужем;1;0;0;0;0;0;0;0;0;0;0.4166666667;5;7;119;12;2;0;7;93;0;0;0;0;0;0;0
9;1002629;2НДФЛ;Покупка недвижимости/ строительство;0;0.34;мужской;2;0;второе высшее;вспомогательный персонал;>250;0;104;30;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1002649;2НДФЛ;Покупка автомобиля;0;0.52;мужской;1;0;высшее;менеджер среднего звена;>250;3;106;43;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1002669;2НДФЛ;Покупка недвижимости/ строительство;1;0.59;женский;0;0;высшее;вспомогательный персонал;>250;1;18;46;Другое;ЗАО;женат / замужем;0;0;0;0;0;0;0;1;0;0;0.75;3;1;26;4;2;1;3;11;0;0;0;0;0;0;0
9;1002689;2НДФЛ;Покупка недвижимости/ строительство;0;0.56;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;114;44;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1002709;Поступление зарплаты на счет;Ремонт;1;0.26;женский;0;0;среднее;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1002729;Форма банка (без печати работодателя);Ремонт;0;0.59;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;40;28;Другое;ООО;женат / замужем;1;0;0;0;0;0.0224719101;0;0;0;0;0.5;3;3;87;6;0;1;13;43;1;0;0;0;0;0;0
9;1002749;2НДФЛ;Обучение;0;0.36;мужской;0;0;высшее;специалист;>250;1;23;30;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1002769;2НДФЛ;Ремонт;1;0.48;мужской;1;0;незаконченное высшее;вспомогательный персонал;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1002789;2НДФЛ;Ремонт;1;0.18;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;291;46;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1002809;Форма банка (без печати работодателя);Ремонт;1;0.23;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1002829;2НДФЛ;Ремонт;0;0.27;женский;0;0;высшее;менеджер среднего звена;>250;0;12;51;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1002849;Форма банка (без печати работодателя);Ремонт;1;0.46;мужской;1;0;среднее-специальное;менеджер среднего звена;>250;0;150;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1002869;2НДФЛ;Покупка автомобиля;1;0.4;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;0;44;46;Торговля;ОАО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;3;41;3;0;0;2;68;0;0;0;0;0;0;0
9;1002889;2НДФЛ;Покупка автомобиля;0;0.35;женский;0;0;высшее;специалист;>250;3;7;44;Торговля;ООО;женат / замужем;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;
9;1002909;Форма банка (без печати работодателя);Другое;0;0.46;женский;1;0;высшее;менеджер среднего звена;>250;0;10;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1002929;Форма банка (без печати работодателя);Ремонт;1;0.15;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер по продажам;>250;0;26;34;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1002949;Форма банка (без печати работодателя);Ремонт;1;0.59;женский;2;0;среднее-специальное;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1002969;Поступление зарплаты на счет;Ремонт;0;0.56;женский;0;0;высшее;специалист;>250;1;43;33;Информационные технологии;ООО;холост / не замужем;7;4;4;3;3;0.0166666667;1;0;0;0;0.5;1;1;59;2;0;0;28;33;1;0;0;0;0;0;0
9;1002989;Поступление зарплаты на счет;Ремонт;1;0.47;мужской;1;0;высшее;рабочий;>250;0;296;44;Другое;ОАО;женат / замужем;2;1;0;0;0;0;0;0;0;0;0;0;4;75;4;0;0;24;93;0;0;0;0;0;0;0
9;1003009;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.34;женский;2;0;высшее;специалист;>250;0;161;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1003029;Поступление зарплаты на счет;Отпуск;1;0.33;мужской;0;0;среднее-специальное;рабочий;>250;0;10;28;Торговля;ООО;женат / замужем;2;2;2;1;1;0.1204819277;0;0;0;0;0.2857142857;2;5;73;7;1;1;13;86;1;0;0;0;0;0;0
9;1003049;2НДФЛ;Ремонт;0;0.27;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1003069;Форма банка (без печати работодателя);Ремонт;1;0.36;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1003089;Поступление зарплаты на счет;Ремонт;0;0.33;мужской;0;0;высшее;специалист;>250;0;87;35;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1003109;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.54;мужской;0;0;высшее;специалист;>250;0;10;26;Информационные технологии;ООО;холост / не замужем;2;2;0;0;0;0;0;2;2;2;1;2;0;2;2;1;0;1;1;0;0;0;0;0;0;0
9;1003129;Форма банка (без печати работодателя);Ремонт;0;0.48;женский;1;0;среднее-специальное;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1003149;Форма банка (без печати работодателя);Ремонт;0;0.39;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1003169;2НДФЛ;Отпуск;1;0.32;мужской;0;0;высшее;менеджер среднего звена;>250;0;20;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1003189;Форма банка (без печати работодателя);Ремонт;1;0.35;женский;0;0;Высшее/Второе высшее/Ученая степень;страховой агент;< 50;0;61;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1003209;Форма банка (без печати работодателя);Ремонт;0;0.24;мужской;0;0;высшее;менеджер среднего звена;< 50;0;12;49;Торговля;ООО;женат / замужем;1;0;0;0;0;0.2352941176;0;0;0;0;0;0;3;26;3;0;0;78;97;1;1;0;0;0;0;0
9;1003229;2НДФЛ;Ремонт;1;0.59;мужской;2;0;среднее-специальное;вспомогательный персонал;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1003249;Поступление зарплаты на счет;Ремонт;1;0.41;мужской;0;0;второе высшее;специалист;>250;1;46;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1003269;2НДФЛ;Покупка недвижимости/ строительство;0;0.15;мужской;4;0;высшее;специалист;>250;0;82;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1003289;Свободная форма с печатью работодателя;Покупка земли;1;0.29;мужской;2;0;среднее;менеджер среднего звена;< 50;0;24;37;Информационные технологии;ЗАО;женат / замужем;3;0;0;0;0;0.0845070423;0;2;0;0;0.4285714286;3;4;130;7;2;2;3;84;1;1;0;0;0;0;0
9;1003309;Поступление зарплаты на счет;Отпуск;1;0.26;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1003329;Поступление зарплаты на счет;Ремонт;1;0.16;женский;0;0;высшее;специалист;>250;0;12;29;Другое;ООО;женат / замужем;1;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;0;21;21;0;0;0;0;0;0;0
9;1003349;Поступление зарплаты на счет;Обучение;1;0.17;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;81;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1003369;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.49;мужской;0;0;среднее-специальное;рабочий;>250;0;33;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1003389;2НДФЛ;Отпуск;0;;женский;1;0;высшее;другое;;0;143;42;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1003409;2НДФЛ;Покупка недвижимости/ строительство;0;0.46;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;62;32;Другое;Иная форма;холост / не замужем;2;2;1;1;0;0;1;0;0;0;0.6666666667;2;1;45;3;1;0;28;56;0;0;0;0;0;0;0
9;1003429;Поступление зарплаты на счет;Обучение;1;0.44;женский;0;0;высшее;специалист;>250;0;29;24;Другое;ЗАО;холост / не замужем;1;1;0;0;0;0.12;0;0;0;0;1;1;0;22;1;0;0;24;24;1;0;0;0;0;0;0
